name,broad_type,cluster_status,ra,dec,lii,bii,core_radius,central_radius,cluster_radius,num_core_stars,num_central_stars,num_cluster_stars,distance,e_bv,log_age,log_age_error,reference_code,cluster_type,metallicity,metallicity_error,class
Ruprecht 131,,,267.3,-29.235,0.149,-0.824,0.02,0.092,0.165,2,15,32,614,0.104,9.17,,COCD,,,,OPEN STAR CLUSTER
MWSC 5694,,,269.34,-66.8,326.939,-19.703,0.012,0.06,0.11,1,16,32,1570,0.375,9,,ARIs,,,,OPEN STAR CLUSTER
NGC 6520,,,270.863,-27.895,2.881,-2.857,0.02,0.09,0.155,3,17,32,1472,0.5,7.755,0.216,COCD,,,,OPEN STAR CLUSTER
Teutsch 145,,,280.622,-5.25,27.241,-0.408,0.022,0.06,0.105,6,16,32,1762,1.77,8.725,,DIAS,,,,OPEN STAR CLUSTER
NGC 6717,g,o,283.774,-22.701,12.876,-10.899,0.02,0.065,0.115,0,8,32,7100,0.229,10.1,,HARR,glo,-1.045,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
BDSB 131,n,o,287.63,7.883,42.117,-0.617,0.01,0.035,0.068,1,10,32,5389,2.186,6.125,,BIRN,irc,,,NEBULA
Turner 1,,,297.113,27.295,63.459,0.824,0.011,0.045,0.093,3,12,32,2787,0.541,8.74,0.038,DIAS,,,,OPEN STAR CLUSTER
MWSC 5740,,,303.925,-0.63,42.31,-18.959,0.015,0.075,0.135,2,15,32,2255,0.573,8.825,,ARIs,,,,OPEN STAR CLUSTER
IRAS 20306+4005,,,308.115,40.285,79.307,0.296,0.02,0.065,0.13,3,14,32,2024,1.457,6.4,,BIEM,irc,,,OPEN STAR CLUSTER
Berkeley 94,,,335.738,55.87,103.135,-1.187,0.01,0.035,0.06,4,14,32,2600,0.6,7.45,,DIAS,,,,OPEN STAR CLUSTER
NGC 288,g,o,13.193,-26.585,151.681,-89.381,0.05,0.16,0.31,5,27,31,8912,0.031,10.1,,HARR,glo,-1.15,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
MWSC 5621,,,57.157,22.27,168.244,-24.624,0.015,0.075,0.14,1,15,31,1468,0.208,9.46,0.13,ARIs,,,,OPEN STAR CLUSTER
Dolidze 20,,,81.938,33.785,173.862,-0.606,0.013,0.07,0.125,2,11,31,797,0.291,7.4,,DIAS,dub,,,OPEN STAR CLUSTER
NGC 1981,n,o,83.775,-4.42,208.075,-18.982,0.025,0.15,0.22,2,23,31,388,0.167,7.11,0.001,COCD,,,,NEBULA
MWSC 5012,,,96.832,57.46,157.51,19.52,0.02,0.08,0.125,4,16,31,2492,0.364,9.085,0.039,ARIn,,,,OPEN STAR CLUSTER
Collinder 96,,,97.627,2.845,208.007,-3.349,0.02,0.07,0.11,4,20,31,1056,0.562,7.8,,DIAS,,,,OPEN STAR CLUSTER
FSR 1039,r,c,106.552,7.4,207.994,6.637,0.012,0.06,0.11,3,11,31,2605,0.375,9.05,0.066,FPOS,,,,OPEN STAR CLUSTER
NGC 2338,,,106.95,-5.717,219.884,1.017,0.012,0.055,0.09,2,15,31,1671,0.312,8.62,,DIAS,non,,,OPEN STAR CLUSTER
FSR 1332,,,108.705,-34.877,246.764,-10.741,0.01,0.06,0.1,1,17,31,2173,0.666,8.42,0.02,FPOS,,,,OPEN STAR CLUSTER
FSR 1142,,,111.278,-2.9,219.382,6.145,0.015,0.06,0.095,3,17,31,1905,0.312,9.1,,FPOS,,,,OPEN STAR CLUSTER
Ruprecht 22,,,112.325,-29.183,243.043,-5.426,0.01,0.045,0.09,2,10,31,1609,0.208,9.03,,DIAS,dub,,,OPEN STAR CLUSTER
ASCC 41,,,116.745,0.02,219.345,12.342,0.015,0.095,0.26,1,14,31,397,0.021,8.7,,COCD,,,,OPEN STAR CLUSTER
Ruprecht 39,,,118.08,-22.447,239.731,2.398,0.015,0.05,0.085,2,13,31,2204,0.416,8.4,,DIAS,non,,,OPEN STAR CLUSTER
Ruprecht 54,,,122.843,-31.945,250.032,0.964,0.015,0.057,0.085,4,13,31,5243,0.416,8.915,,DIAS,,,,OPEN STAR CLUSTER
MWSC 5033,,,133.988,30.155,194.739,38.82,0.013,0.13,0.205,1,20,31,1530,0.208,9.17,0.063,ARIn,,,,OPEN STAR CLUSTER
FSR 1381,,,138.923,-29.675,256.745,13.265,0.015,0.06,0.11,3,16,31,2795,0.833,8.505,0.001,FPOS,,,,OPEN STAR CLUSTER
Hogg 2,,,147.9,-56.31,279.845,-1.723,0.02,0.05,0.075,3,16,31,1819,0.625,8.2,,DIAS,non,,,OPEN STAR CLUSTER
vdBergh-Hagen 144,,,198.817,-65.92,305.363,-3.161,0.015,0.045,0.06,0,21,31,7241,0.625,9,,DIAS,,-0.51,0.3,OPEN STAR CLUSTER
Dol-Dzim 8,r,o,261.495,24.183,47.01,28.853,0.02,0.095,0.165,3,12,31,2938,0.185,9.3,,DREM,ast,,,OPEN STAR CLUSTER
IC 1257,g,o,261.786,-7.083,16.537,15.15,0.02,0.055,0.11,2,10,31,25002,0.731,10.05,,HARR,glo,-1.545,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
MWSC 5356,,,262.096,2.89,25.817,19.761,0.02,0.12,0.18,1,20,31,1151,0.291,9.205,,ARIn,,,,OPEN STAR CLUSTER
ESO 456-05,,,268.26,-29.873,0.028,-1.868,0.01,0.05,0.07,2,20,31,1828,1.832,9,0.015,DIAS,dub,,,OPEN STAR CLUSTER
MWSC 5748,,,307.242,0.4,44.983,-21.359,0.015,0.08,0.15,2,16,31,1388,0.583,8.725,0.12,ARIs,,,,OPEN STAR CLUSTER
FSR 0128,r,o,307.755,4.72,49.243,-19.625,0.01,0.07,0.108,1,17,31,1504,0.354,9.4,,FPOS,,,,OPEN STAR CLUSTER
DB2001 18,,,310.339,41.98,81.67,-0.017,0.01,0.052,0.095,2,11,31,1190,1.562,8.9,,BIEM,irc,,,OPEN STAR CLUSTER
FSR 0368,,,317.7,68.545,104.926,13.793,0.02,0.075,0.135,2,19,31,1513,0.625,8.38,,FPOS,,,,OPEN STAR CLUSTER
MWSC 4622,,,321.51,-17.75,32.925,-41.945,0.025,0.13,0.24,3,14,31,1075,0.208,9.3,,AIPk,,,,OPEN STAR CLUSTER
vdBergh 150,,,333.072,73.37,112.054,13.957,0.025,0.11,0.22,4,18,31,3990,1.228,8.8,,DIAS,,,,OPEN STAR CLUSTER
FSR 0406,,,343.428,62.6,109.847,2.758,0.013,0.06,0.1,1,22,31,7154,3.192,7.3,,DIAS,irc,,,OPEN STAR CLUSTER
MWSC 5651,,,77.683,5.89,195.406,-19.257,0.018,0.095,0.165,1,12,30,2485,0.229,9.225,,ARIs,,,,OPEN STAR CLUSTER
Ruprecht 34,,,116.487,-20.385,237.2,2.162,0.02,0.08,0.125,3,13,30,893,0.146,9.1,,COCD,,,,OPEN STAR CLUSTER
FSR 1044,r,o,118.02,12.173,208.623,18.885,0.02,0.09,0.15,1,14,30,2398,0.312,9.125,0.054,FPOS,,,,OPEN STAR CLUSTER
FSR 1514,r,o,119.632,-66.63,279.329,-18.463,0.02,0.085,0.135,2,16,30,2754,0,9.5,,FPOS,,,,OPEN STAR CLUSTER
Ruprecht 153,r,c,120.094,-30.305,247.385,-0.139,0.01,0.055,0.09,1,12,30,5326,0.833,8.58,0.055,DIAS,non,,,OPEN STAR CLUSTER
FSR 1419,r,c,124.748,-47.8,264.069,-6.6,0.01,0.075,0.115,2,19,30,7746,0.791,8.375,,FPOS,,,,OPEN STAR CLUSTER
FSR 1371,r,o,130.88,-31.716,253.815,6.658,0.01,0.05,0.075,1,19,30,3801,0.312,9.35,,FPOS,,,,OPEN STAR CLUSTER
ESO 436-02,,,153.489,-29.168,266.175,22.243,0.01,0.09,0.155,1,16,30,1370,0.052,9.1,,DIAS,,,,OPEN STAR CLUSTER
DBSB 77,,,188.745,-61.654,300.979,1.155,0.01,0.028,0.045,2,10,30,5417,0.874,6.3,,BOPN,irc,,,OPEN STAR CLUSTER
NGC 5466,g,o,211.38,28.534,42.148,73.578,0.03,0.11,0.205,4,22,30,16003,0,10.1,,HARR,glo,-1.745,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
Ruprecht 176,,,243.66,-51.333,331.891,-0.263,0.01,0.053,0.085,2,13,30,2686,0.479,8.76,,DIAS,,,,OPEN STAR CLUSTER
FSR 0010,,,250.215,-16.03,2.146,19.603,0.012,0.065,0.115,1,16,30,4844,0.541,9.15,,FPOS,,,,OPEN STAR CLUSTER
MWSC 5351,r,c,260.805,5.342,27.508,22.035,0.018,0.07,0.12,2,11,30,1288,0.312,9.2,,ARIn,,,,OPEN STAR CLUSTER
NGC 6544,g,o,271.836,-24.997,5.839,-2.204,0.02,0.1,0.18,0,16,30,3000,0.76,10.1,,HARR,glo,-1.245,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
BDSB 105,n,o,271.881,-25.755,5.195,-2.607,0.01,0.036,0.06,1,11,30,1129,2.29,7,,BIRN,irc,,,NEBULA
ESO-SC06,g,o,272.276,-46.417,346.904,-12.569,0.02,0.035,0.065,3,11,30,21395,0.073,10.1,,HARR,glo,-1.8,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
MWSC 5374,,,289.567,60.64,91.661,20.27,0.022,0.1,0.175,2,14,30,1732,0.333,9.26,,ARIn,,,,OPEN STAR CLUSTER
Patchick 103,,,308.733,53.296,90.07,7.669,0.02,0.05,0.075,7,20,30,1332,0.396,8.95,,DIAS,,,,OPEN STAR CLUSTER
NGC 1252,r,o,47.7,-57.76,274.077,-50.837,0.02,0.12,0.25,1,9,29,944,0,9.5,,DIAS,rem,,,OPEN STAR CLUSTER
FSR 0682,r,o,53.355,36.826,155.589,-15.571,0.01,0.05,0.115,3,9,29,1800,0.631,8.55,,FPOS,,,,OPEN STAR CLUSTER
Juchert 9,r,o,58.837,58.4,145.115,3.687,0.01,0.035,0.07,1,8,29,3971,1.416,6.7,,DIAS,,,,OPEN STAR CLUSTER
IRAS 06046-0603,,,91.796,-6.065,213.344,-12.592,0.015,0.085,0.155,1,14,29,799,0.583,8.53,,BIEM,irc,,,OPEN STAR CLUSTER
ASCC 24,m,o,97.185,-6.98,216.605,-8.208,0.02,0.12,0.29,2,11,29,381,0.146,7.3,,COCD,,,,UNIDENTIFIED
FSR 1303,,,101.183,-31.893,241.332,-15.25,0.01,0.06,0.11,1,12,29,1833,0.26,9.175,,FPOS,,,,OPEN STAR CLUSTER
NGC 2396,r,o,112.028,-11.74,227.557,2.64,0.02,0.11,0.2,1,11,29,545,0.05,8.52,,COCD,,,,OPEN STAR CLUSTER
FSR 1327,,,114.832,-31.74,246.335,-4.753,0.01,0.055,0.095,1,2,29,2597,0.708,8.51,,FPOS,,,,OPEN STAR CLUSTER
Ruprecht 57,,,123.795,-26.97,246.331,4.394,0.01,0.05,0.1,1,13,29,1764,0.208,8.975,,DIAS,,,,OPEN STAR CLUSTER
MWSC 5022,,,124.1,0.45,222.565,19.026,0.02,0.085,0.13,4,19,29,1308,0.208,9.17,0.084,ARIn,,,,OPEN STAR CLUSTER
Hogg 7,,,157.282,-60.745,286.397,-2.526,0.015,0.05,0.085,2,14,29,4583,0.604,6,,DIAS,non,,,OPEN STAR CLUSTER
Carraro 1,,,159.232,-58.75,286.236,-0.309,0.015,0.055,0.085,2,13,29,1789,0.271,9.1,,DIAS,,,,OPEN STAR CLUSTER
NGC 3603,n,o,168.847,-61.25,291.644,-0.501,0.015,0.055,0.085,1,9,29,7158,1.634,6,,DIAS,,,,NEBULA
DBSB 68,,,172.218,-63.105,293.752,-1.714,0.01,0.045,0.07,1,13,29,1777,0.625,8.525,,BOPN,irc,,,OPEN STAR CLUSTER
MWSC 5295,,,233.662,-13.38,352.495,33.359,0.015,0.1,0.17,1,19,29,1764,0.208,9.36,,ARIn,,,,OPEN STAR CLUSTER
Dolidze 50,r,o,241.403,-20.485,352.686,23.103,0.012,0.078,0.125,2,16,29,1546,0.479,9.4,,DREM,ast,,,OPEN STAR CLUSTER
DBSB 115,,,254.812,-40.12,345.396,1.5,0.01,0.045,0.075,2,17,29,2628,1.249,7.38,,BOPN,irc,,,OPEN STAR CLUSTER
MWSC 5343,,,258.592,17.3,38.557,29.001,0.018,0.06,0.135,2,8,29,1626,0.291,9.355,0.022,ARIn,,,,OPEN STAR CLUSTER
NGC 6357,n,o,261.17,-34.213,353.151,0.895,0.012,0.065,0.11,3,17,29,1773,2.197,6,,DIAS,,,,NEBULA
Ruprecht 127,,,264.468,-36.304,352.879,-2.504,0.012,0.06,0.09,1,15,29,1435,1.135,7.55,,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 134,,,268.179,-29.55,0.27,-1.643,0.015,0.075,0.125,2,12,29,6664,0.874,7.88,,DIAS,,,,OPEN STAR CLUSTER
BDSB 111,,,270.522,-21.775,8.057,0.426,0.012,0.06,0.107,2,11,29,1763,1.145,6.6,,BIRN,irc,,,OPEN STAR CLUSTER
BDSB 127,n,o,283.335,1.247,34.259,0.145,0.01,0.04,0.06,1,11,29,2846,1.77,6.8,,BIRN,irc,,,NEBULA
BDSB 15,,,297.301,26.835,63.147,0.446,0.01,0.035,0.068,1,10,29,2743,1.27,8.59,,BOPN,irc,,,OPEN STAR CLUSTER
Dol-Dzim 10,,,301.466,40.54,76.664,4.622,0.015,0.05,0.07,4,16,29,2394,0.479,9.1,,DIAS,,,,OPEN STAR CLUSTER
FSR 0449,,,341.562,75.81,115.363,14.812,0.013,0.055,0.105,2,18,29,2251,0.999,8.058,,FPOS,,,,OPEN STAR CLUSTER
Czernik 45,,,358.957,64.62,117.016,2.389,0.01,0.028,0.075,2,7,29,2501,1.149,7.706,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 0698,r,o,61.65,39.135,159.22,-9.614,0.015,0.045,0.095,1,7,28,1963,1.353,8.25,,FPOS,,,,OPEN STAR CLUSTER
Palomar 2,g,o,71.525,31.382,170.53,-9.072,0.015,0.07,0.115,6,23,28,27198,1.241,10.05,,HARR,glo,-1.42,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
Sh2 235B,n,o,85.222,35.707,173.71,2.704,0.02,0.095,0.14,1,17,28,2152,1.353,6.63,,LLEM,emb,,,NEBULA
Kharchenko 1,,,92.187,24.317,186.588,2.153,0.01,0.031,0.055,2,10,28,2839,0.729,8.35,,DIAS,,,,OPEN STAR CLUSTER
Haffner 19,n,o,118.185,-26.275,243.069,0.52,0.012,0.044,0.06,1,16,28,4611,0.562,6.65,,DIAS,,,,NEBULA
Ruprecht 49,,,120.805,-26.77,244.715,2.261,0.018,0.045,0.075,4,12,28,1748,0.271,8.22,,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 155,,,121.267,-31.817,249.2,-0.091,0.012,0.05,0.085,1,14,28,2311,0.562,8.57,,DIAS,non,,,OPEN STAR CLUSTER
Ruprecht 77,,,141.795,-55.123,276.48,-3.11,0.02,0.075,0.14,3,15,28,4089,0.687,7.95,0.196,DIAS,,,,OPEN STAR CLUSTER
MWSC 5051,r,c,146.468,-7.005,243.276,33.618,0.012,0.11,0.195,1,14,28,1365,0.229,9.45,,ARIn,,,,OPEN STAR CLUSTER
DBSB 47,n,o,153.907,-60.31,284.763,-3.056,0.017,0.05,0.075,4,13,28,1669,0.271,7.65,,BOPN,irc,,,NEBULA
MWSC 5312,,,242.895,-15.96,357.397,25.102,0.015,0.095,0.17,1,13,28,2910,0.562,9.1,,ARIn,,,,OPEN STAR CLUSTER
DBSB 179,,,257.85,-39.179,347.56,0.206,0.014,0.06,0.115,2,11,28,7908,1.895,7.38,0.094,BIRN,irc,,,OPEN STAR CLUSTER
BDSB 164,,,261.382,-36.366,351.467,-0.457,0.016,0.045,0.075,3,16,28,3135,1.145,6,,BIRN,irc,,,OPEN STAR CLUSTER
Collinder 347,n,o,266.595,-29.325,359.754,-0.344,0.02,0.075,0.13,2,14,28,1852,1.437,6.6,,DIAS,,,,NEBULA
MWSC 5692,,,266.835,-86.61,306.562,-26.146,0.025,0.095,0.135,4,18,28,1555,0.437,8.93,,ARIs,,,,OPEN STAR CLUSTER
FSR 0106,,,267.817,11.162,36.326,18.353,0.014,0.08,0.14,2,17,28,1596,0.885,7.95,,FPOS,,,,OPEN STAR CLUSTER
MWSC 5368,,,270.863,19.447,45.577,19.041,0.012,0.065,0.105,2,16,28,2597,0.396,9.255,,ARIn,,,,OPEN STAR CLUSTER
FSR 0078,,,273.745,-3.155,25.929,6.642,0.02,0.06,0.1,4,20,28,2971,1.353,9.31,0.04,FPOS,,,,OPEN STAR CLUSTER
BDSB 19,,,315.442,33.55,77.697,-8.478,0.01,0.032,0.065,1,8,28,7514,0.375,9.1,,BOPN,irc,,,OPEN STAR CLUSTER
BDSB 23,,,320.1,55.47,96.035,4.035,0.02,0.065,0.1,4,19,28,5883,1.249,8.15,,BOPN,irc,,,OPEN STAR CLUSTER
BDSB 37,,,344.775,59.468,109.095,-0.352,0.01,0.03,0.055,2,12,28,2275,0.979,8.6,,BOPN,irc,,,OPEN STAR CLUSTER
Berkeley 100,,,351.477,63.778,113.653,2.458,0.01,0.028,0.065,3,8,28,2700,1.21,7.432,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 0486,,,5.103,59.332,118.978,-3.301,0.015,0.035,0.06,5,14,27,1850,0.55,8.9,,DIAS,irc,,,OPEN STAR CLUSTER
King 15,,,8.199,61.89,120.738,-0.902,0.025,0.05,0.095,6,14,27,5500,0.7,8.4,,DIAS,,0.07,,OPEN STAR CLUSTER
FSR 0547,r,o,22.439,60.713,127.604,-1.811,0.013,0.04,0.08,2,15,27,2800,0.3,8.9,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0555,r,o,30.705,70.696,128.813,8.644,0.01,0.053,0.085,1,14,27,2200,1.099,7.8,,FPOS,,,,OPEN STAR CLUSTER
IRAS 02575+6017,n,o,45.327,60.503,138.264,1.557,0.02,0.055,0.09,4,12,27,3465,1.713,6.05,,LLEM,emb,,,NEBULA
NGC 1193,,,46.47,44.38,146.806,-12.171,0.02,0.04,0.08,4,10,27,6000,0.2,9.3,,DIAS,,-0.293,0.17,OPEN STAR CLUSTER
FSR 0627,r,o,50.085,60.26,140.413,2.544,0.01,0.045,0.07,3,15,27,1933,1.145,8.25,,FPOS,,,,OPEN STAR CLUSTER
Czernik 17,r,o,58.105,61.96,142.552,6.194,0.02,0.04,0.07,8,19,27,2900,0.75,8.98,,DIAS,,,,OPEN STAR CLUSTER
SAI 36,r,c,64.207,41.075,159.3,-6.86,0.01,0.03,0.07,3,9,27,3918,0.729,9.15,,DIAS,,,,OPEN STAR CLUSTER
MWSC 5627,,,64.793,20.335,175.118,-20.86,0.017,0.09,0.165,3,13,27,1659,0.312,9.25,,ARIs,,,,OPEN STAR CLUSTER
MWSC 5665,,,92.61,-42.21,249.356,-25.065,0.025,0.085,0.14,4,17,27,934,0.416,8.875,,ARIs,,,,OPEN STAR CLUSTER
NGC 2184,,,92.828,-3.42,211.405,-10.484,0.02,0.11,0.18,2,15,27,621,0.104,8.6,,COCD,,,,OPEN STAR CLUSTER
NGC 2220,r,o,95.22,-44.7,252.538,-23.881,0.01,0.07,0.125,2,12,27,1393,0.562,8.56,0.055,DIAS,non,,,OPEN STAR CLUSTER
Alessi 14,,,97.608,9.741,201.879,-0.18,0.015,0.038,0.085,5,9,27,2088,0.625,8.6,,DREM,ast,,,OPEN STAR CLUSTER
Ruprecht 5,,,103.809,-18.6,230.004,-7.554,0.01,0.045,0.085,2,11,27,4712,0.416,9.15,,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 31,,,115.748,-35.593,250.087,-5.968,0.02,0.065,0.11,2,12,27,541,0.104,8.65,,COCD,,,,OPEN STAR CLUSTER
Ruprecht 45,,,119.876,-16.305,235.314,7.005,0.01,0.06,0.1,5,13,27,1888,0.062,9.3,,DIAS,dub,,,OPEN STAR CLUSTER
vdBergh-Hagen 19,r,c,121.769,-32.352,249.879,-0.021,0.01,0.035,0.08,2,6,27,3259,0.729,8.755,0.101,DIAS,,,,OPEN STAR CLUSTER
DBSB 27,,,131.662,-43.884,263.764,-0.403,0.01,0.042,0.065,1,13,27,2479,1.332,8.01,0.002,BOPN,irc,,,OPEN STAR CLUSTER
NGC 2664,,,131.843,12.6,214.373,31.354,0.015,0.11,0.19,1,12,27,1659,0.625,8.29,,DREM,ast,,,OPEN STAR CLUSTER
ESO 062-08,r,o,155.415,-69.348,290.347,-10.222,0.012,0.06,0.1,1,11,27,1983,0.042,9.44,0.002,DIAS,,,,OPEN STAR CLUSTER
Hogg 13,,,169.076,-60.245,291.386,0.477,0.02,0.055,0.085,3,14,27,2208,0.25,8.65,0.059,DIAS,non,,,OPEN STAR CLUSTER
ESO 447-29,r,c,219.338,-29.395,329.046,28.051,0.025,0.09,0.15,4,16,27,1634,0.104,9.5,,DIAS,,,,OPEN STAR CLUSTER
MWSC 5348,,,259.777,13.505,35.11,26.472,0.012,0.07,0.11,1,17,27,3440,0.208,9.5,,ARIn,,,,OPEN STAR CLUSTER
Trumpler 30,,,269.228,-35.27,355.76,-5.281,0.02,0.1,0.19,2,17,27,1982,0.479,8.35,,COCD,,,,OPEN STAR CLUSTER
Ruprecht 138,,,269.991,-24.698,5.276,-0.598,0.02,0.065,0.11,2,11,27,1134,0.708,8.9,,DIAS,,,,OPEN STAR CLUSTER
Terzan 10,g,o,270.901,-26.067,4.492,-1.99,0.01,0.04,0.08,3,11,27,5797,2.405,9.95,,HARR,glo,-1,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
BDSB 116,,,273.657,-16.757,13.88,0.276,0.01,0.035,0.06,1,12,27,5358,1.103,6,,BIRN,irc,,,OPEN STAR CLUSTER
BDSB 5,n,o,274.267,-19.87,11.418,-1.716,0.01,0.06,0.1,1,11,27,6343,1.208,6,,BOPN,irc,,,NEBULA
Kronberger 4,,,296.288,28.167,63.845,1.894,0.011,0.045,0.085,3,14,27,3731,0.437,9.1,,DIAS,,,,OPEN STAR CLUSTER
Patchick 89,r,o,299.895,49.285,83.622,10.11,0.01,0.06,0.095,2,15,27,3260,0.416,9.2,,DIAS,,,,OPEN STAR CLUSTER
MWSC 5735,,,302.34,-12.185,30.495,-22.728,0.018,0.075,0.125,2,15,27,1970,0.396,9.25,,ARIs,,,,OPEN STAR CLUSTER
MWSC 5737,,,302.752,-17.94,24.882,-25.376,0.015,0.075,0.135,2,15,27,2495,0.666,8.925,,ARIs,,,,OPEN STAR CLUSTER
MWSC 5764,,,317.392,19.486,67.772,-18.876,0.02,0.07,0.12,3,16,27,2297,0.291,9.2,,ARIs,,,,OPEN STAR CLUSTER
BDSB 30,r,o,333.671,61.44,105.303,4.055,0.018,0.045,0.075,5,17,27,1490,2.436,6.55,,BOPN,irc,,,OPEN STAR CLUSTER
FSR 0369,,,334.166,60.803,105.144,3.394,0.009,0.035,0.06,3,14,27,4427,1.77,9.1,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0446,r,c,340.785,75.225,114.895,14.394,0.01,0.065,0.13,1,11,27,2210,0.833,7.96,0.182,FPOS,,,,OPEN STAR CLUSTER
BDB 94,r,c,1.68,65.629,118.336,3.157,0.015,0.045,0.085,4,17,26,1700,1.399,7.4,,BIEM,irc,,,OPEN STAR CLUSTER
FSR 0654,r,o,58.901,54.017,147.953,0.344,0.02,0.04,0.07,5,14,26,4000,1.42,8.508,0.054,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0991,r,o,83.108,0.53,203.146,-17.25,0.012,0.085,0.15,1,11,26,1934,0.833,8.87,0.037,FPOS,,,,OPEN STAR CLUSTER
FSR 1117,r,c,94.129,-8.945,217.033,-11.791,0.01,0.06,0.11,2,15,26,1209,0.895,7.5,,FPOS,,,,OPEN STAR CLUSTER
FSR 0975,r,o,99.998,13.265,199.823,3.519,0.01,0.05,0.075,1,17,26,4626,0.541,9.1,,DIAS,irc,,,OPEN STAR CLUSTER
Alessi 16,,,100.89,2.175,210.098,-0.76,0.01,0.035,0.075,1,9,26,2088,0.625,8.65,,DIAS,,,,OPEN STAR CLUSTER
ESO 309-03,,,102.663,-42.383,251.961,-18.037,0.015,0.06,0.11,2,13,26,2057,0.416,9.05,0.043,DIAS,,,,OPEN STAR CLUSTER
Bochum 15,n,o,115.043,-33.54,248.001,-5.474,0.01,0.048,0.085,1,10,26,2420,0.562,6.67,,DIAS,,,,NEBULA
DBSB 21,n,o,130.56,-40.733,260.788,0.914,0.01,0.035,0.07,1,11,26,4839,1.791,6,,BOPN,irc,,,NEBULA
FSR 1367,,,136.44,-26.34,252.68,13.818,0.01,0.08,0.12,2,21,26,2076,0.354,8.98,0.076,FPOS,,,,OPEN STAR CLUSTER
vdBergh-Hagen 58,,,137.55,-56.262,275.618,-5.616,0.018,0.035,0.07,4,7,26,2398,0.625,9.17,,DIAS,non,,,OPEN STAR CLUSTER
FSR 1569,,,170.093,-56.817,290.676,3.872,0.012,0.055,0.095,3,12,26,3336,0.416,9.2,,FPRO,,,,OPEN STAR CLUSTER
DBSB 73,,,177.54,-64.87,296.482,-2.768,0.02,0.035,0.05,5,14,26,4532,1.145,6.5,,BOPN,irc,,,OPEN STAR CLUSTER
Feigelson 1,m,o,180.3,-78.335,300.314,-15.719,0.07,0.6,0.95,1,14,26,117,0,6.6,,DIAS,var,,,UNIDENTIFIED
Danks 2,,,198.225,-62.667,305.393,0.102,0.02,0.04,0.065,6,15,26,2231,2.353,6.3,,DIAS,,,,OPEN STAR CLUSTER
1636-283,g,o,249.857,-28.399,351.911,12.096,0.015,0.04,0.075,4,10,26,8308,0.458,10.1,,HARR,glo,-1.145,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
DBSB 174,,,252.045,-45.35,340.058,-0.229,0.01,0.03,0.05,1,11,26,1710,1.041,7.4,,BIRN,irc,,,OPEN STAR CLUSTER
Trumpler 26,,,262.132,-29.485,357.535,2.852,0.015,0.1,0.155,2,17,26,1490,0.729,8.17,0.041,COCD,,,,OPEN STAR CLUSTER
Antalova 4,,,263.183,-32.955,355.127,0.195,0.015,0.1,0.16,1,10,26,1802,0.999,6,,DIAS,,,,OPEN STAR CLUSTER
Terzan 1,g,o,263.949,-30.467,357.571,0.997,0.02,0.05,0.08,0,10,26,6699,1.988,10.1,,HARR,glo,-0.745,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
FSR 0091,r,o,264.588,5.721,29.689,18.85,0.012,0.06,0.11,1,12,26,1660,0,9.45,,FPOS,,,,OPEN STAR CLUSTER
DB2001 42,n,o,266.221,-29.68,359.282,-0.252,0.015,0.055,0.1,2,11,26,2727,0.999,6.25,,BIEM,irc,,,NEBULA
BDSB 107,n,o,270.19,-24.073,5.909,-0.446,0.012,0.06,0.09,3,12,26,2378,1.301,6.4,,BIRN,irc,,,NEBULA
Dolidze 51,,,272.599,-17.741,12.532,0.69,0.017,0.065,0.105,3,14,26,1423,0.729,8.2,,DREM,ast,,,OPEN STAR CLUSTER
BDSB 115,,,273.521,-17.47,13.191,0.05,0.01,0.053,0.107,1,8,26,7959,1.541,8.065,,BIRN,irc,,,OPEN STAR CLUSTER
BDSB 121,n,o,278.543,-7.305,24.466,0.485,0.01,0.04,0.055,3,15,26,6952,1.832,6,,BIRN,irc,,,NEBULA
Stephenson 2,,,279.915,-6.03,26.225,-0.14,0.01,0.045,0.09,2,7,26,1128,3.227,6,,DIAS,,,,OPEN STAR CLUSTER
NGC 6683,,,280.554,-6.2,26.365,-0.782,0.01,0.05,0.11,1,9,26,1441,0.333,6.75,,DIAS,,,,OPEN STAR CLUSTER
